189 CXOU J132509.5-430529 327.5 13 25 09.6 -43 05 29.6  538  418.6 23.2 4.66E+37          
190 CXOU J132534.4-425549 327.6 13 25 34.5 -42 55 49.8  239  164.9 15.5 1.48E+37          
191 CXOU J132518.5-425547 336.0 13 25 18.6 -42 55 47.8   10    6.4  3.2 3.11E+36          
192 CXOU J132553.4-425806 336.9 13 25 53.4 -42 58 06.5  106   40.4 10.3 3.50E+36          
193 CXOU J132512.8-430606 338.8 13 25 12.9 -43 06 06.6   43   25.1  6.6 3.07E+36          
194 CXOU J132547.3-425647 339.5 13 25 47.4 -42 56 47.4  144   70.8 12.  6.87E+36          
195 CXOU J132539.4-425546 347.6 13 25 39.4 -42 55 46.3   94   38.9  9.7 3.44E+36          
196 CXOU J132543.9-430610 350.1 13 25 43.9 -43 06 10.0  146  132.4 12.1 5.91E+37          
197 CXOU J132507.7-425630 353.6 13 25 07.7 -42 56 30.5   70   56.3  8.4 2.80E+37 GC       mrfa-216      *
198 CXOU J132510.1-425608 356.5 13 25 10.2 -42 56 08.0   39   30.2  6.2 1.61E+37          
199 CXOU J132545.2-425604 360.4 13 25 45.2 -42 56 04.5   95   31.   9.7 2.90E+36          
200 CXOU J132456.1-430258 362.3 13 24 56.1 -43 02 59.0  144   80.9 12.  1.09E+37          
201 CXOU J132557.2-425822 364.8 13 25 57.2 -42 58 22.3  414  291.8 20.3 3.12E+37          
202 CXOU J132510.6-430624 366.3 13 25 10.7 -43 06 24.5  398  299.5 20.  3.28E+37          
203 CXOU J132522.7-425502 370.6 13 25 22.7 -42 55 02.1  109   92.  10.4 4.22E+37          
204 CXOU J132601.4-430043 372.3 13 26 01.5 -43 00 43.5  109   37.9 10.4 3.32E+36          
205 CXOU J132554.6-425720 374.0 13 25 54.6 -42 57 20.8   38   16.1  6.2 2.15E+36          
206 CXOU J132531.4-430720 374.2 13 25 31.4 -43 07 20.7   33   26.6  5.7 1.24E+37          
207 CXOU J132529.1-425447 381.9 13 25 29.2 -42 54 47.3   22   15.5  4.7 6.89E+36          
208 CXOU J132545.2-425530 389.6 13 25 45.2 -42 55 30.6   96   36.9  9.8 3.92E+36          
209 CXOU J132552.6-430545 389.6 13 25 52.6 -43 05 45.5   45   38.1  6.7 1.79E+37 GC       pff-gc-129
210 CXOU J132503.1-425625 390.5 13 25 03.1 -42 56 25.5   43   29.   6.6 1.43E+37 GC       pff-gc-157
211 CXOU J132557.2-430450 393.1 13 25 57.2 -43 04 50.5   68   44.2  8.2 1.05E+37          
212 CXOU J132558.6-430430 395.6 13 25 58.7 -43 04 30.4 1259 1180.4 35.5 2.69E+38          
213 CXOU J132510.0-430655 396.1 13 25 10.1 -43 06 55.1  137   90.2 11.7 1.22E+37          
214 CXOU J132529.0-430744 396.2 13 25 29.0 -43 07 44.7   23   16.5  4.8 7.34E+36          
215 CXOU J132549.6-430624 397.9 13 25 49.7 -43 06 24.7   18   10.5  4.2 4.58E+36          
216 CXOU J132510.2-425510 405.4 13 25 10.3 -42 55 10.8   80   65.   8.9 3.34E+37          
217 CXOU J132513.9-430725 405.7 13 25 14.  -43 07 25.9  222  168.2 14.9 2.72E+37          
218 CXOU J132548.7-425530 409.8 13 25 48.8 -42 55 31.0   76   47.7  8.7 1.05E+37          
219 CXOU J132557.8-425702 413.6 13 25 57.9 -42 57 02.5  393  296.1 19.8 4.21E+37          
